article_id	match_count	source_files	article_files
31673917	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us2.txt
31674831	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-nz.txt
31675704	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us1.txt
31677392	2	now-sources-2020.txt;sources-20-02.txt	text-20-02/20-02-us8.txt
31678915	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us2.txt
31678917	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us2.txt
31679021	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us2.txt
31680638	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-gh.txt
31682336	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us3.txt
31685143	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us4.txt
31685144	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us4.txt
31686121	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us2.txt
31689218	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us2.txt
31691638	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31695603	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us1.txt
31696159	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31697595	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us8.txt
31698190	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us8.txt
31698641	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-lk.txt
31701500	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31705674	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us6.txt
31711355	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31711360	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31713232	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us3.txt
31714233	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31714360	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31716743	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us4.txt
31728660	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31729281	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us7.txt
31730251	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-gh.txt
31731582	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us7.txt
31733750	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31734744	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us4.txt
31735301	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us1.txt
31735792	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us8.txt
31736355	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31736651	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31736735	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us3.txt
31737082	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31737842	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us4.txt
31737843	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us4.txt
31739603	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31740222	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us2.txt
31741408	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us1.txt
31742560	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31742638	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us4.txt
31743375	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us6.txt
31743628	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31745200	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us1.txt
31745690	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us8.txt
31745835	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us3.txt
31747796	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us8.txt
31748502	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us1.txt
31749919	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-gh.txt
31750397	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us8.txt
31750405	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31751422	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us2.txt
31751683	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us7.txt
31751781	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31752141	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-lk.txt
31752288	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31752462	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31752497	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-nz.txt
31753654	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31753659	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us5.txt
31753692	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us8.txt
31754232	2	now-sources-2020.txt;sources-20-03.txt	text-20-03/20-03-us3.txt
31755111	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-nz.txt
31755715	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31756162	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us4.txt
31758479	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us4.txt
31760207	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31761503	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31761643	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us3.txt
31761780	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31763487	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-nz.txt
31764255	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us3.txt
31764298	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31764366	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us4.txt
31765151	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-nz.txt
31766331	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-nz.txt
31766712	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-nz.txt
31767579	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us4.txt
31769007	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31770475	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us4.txt
31772811	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31773390	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31774591	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31775394	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31775395	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31777452	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us3.txt
31778242	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us3.txt
31780486	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31781241	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us3.txt
31782094	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31782784	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31785965	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us4.txt
31786818	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-nz.txt
31787204	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31787802	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31787981	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31791515	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31791881	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31792378	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us4.txt
31795135	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us2.txt
31797123	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-nz.txt
31798297	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31798442	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us3.txt
31800893	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
31800958	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us3.txt
31801916	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us1.txt
31802084	2	now-sources-2020.txt;sources-20-04.txt	text-20-04/20-04-us5.txt
